Link
https://www.google.com/maps/place/Mercadinho+do+Cear%C3%A1/data=!4m7!3m6!1s0x9c4f42db8a8e89:0xcf8d8d2d7216dd49!8m2!3d-22.9827463!4d-44.2973343!16s%2Fg%2F11rqtbqkgb!19sChIJiY6K20JPnAARSd0Wci2Njc8?authuser=0&hl=pt-BR&rclk=1
https://www.google.com/maps/place/Padaria+Conquista/data=!4m7!3m6!1s0x9c4f72fd0e84c5:0x882d365ce58b26a!8m2!3d-23.0004807!4d-44.2648357!16s%2Fg%2F11cllpcfn9!19sChIJxYQO_XJPnAARarJYzmXTggg?authuser=0&hl=pt-BR&rclk=1
https://www.google.com/maps/place/Mercado+Jot%C3%A3o/data=!4m7!3m6!1s0x9c45ef42ce09b9:0x979bb978fa0a7b18!8m2!3d-22.9902416!4d-44.234761!16s%2Fg%2F11rkj0qmnm!19sChIJuQnOQu9FnAARGHsK-ni5m5c?authuser=0&hl=pt-BR&rclk=1
https://www.google.com/maps/place/Padaria+Fiuzpan/data=!4m7!3m6!1s0x9c4f370623c295:0x261495899bf9264!8m2!3d-22.9719064!4d-44.2989467!16s%2Fg%2F11f9x8cmv7!19sChIJlcIjBjdPnAARZJK_mVhJYQI?authuser=0&hl=pt-BR&rclk=1
https://www.google.com/maps/place/Mercado+Mais+Barato/data=!4m7!3m6!1s0x9c4fd17727681d:0x5e1946522f5ea2ca!8m2!3d-22.98707!4d-44.304559!16s%2Fg%2F11f5vf30kf!19sChIJHWgnd9FPnAARyqJeL1JGGV4?authuser=0&hl=pt-BR&rclk=1
https://www.google.com/maps/place/Padaria+E+Mini+Mercado/data=!4m7!3m6!1s0x9c4f7280266855:0x160689e04bd791ed!8m2!3d-22.9980661!4d-44.2645876!16s%2Fg%2F11tk1y6d6z!19sChIJVWgmgHJPnAAR7ZHXS-CJBhY?authuser=0&hl=pt-BR&rclk=1
https://www.google.com/maps/place/Padaria+Angra+Getulandia/data=!4m7!3m6!1s0x9c4ec6b885eed3:0x94b628ba1b24b571!8m2!3d-22.9703322!4d-44.3010914!16s%2Fg%2F1ydnty5qz!19sChIJ0-6FuMZOnAARcbUkG7ootpQ?authuser=0&hl=pt-BR&rclk=1
https://www.google.com/maps/place/Padaria+e+Mercearia+P%C3%A3o+Dourado/data=!4m7!3m6!1s0x9c45f1fd4f8ef9:0xfe75547d3ffe9aa2!8m2!3d-22.9925258!4d-44.2385771!16s%2Fg%2F11b6hwjw3h!19sChIJ-Y5P_fFFnAARopr-P31Udf4?authuser=0&hl=pt-BR&rclk=1
https://www.google.com/maps/place/Mercearia+Cadu/data=!4m7!3m6!1s0x9c4fa8f4b6344f:0x532b3e087e6bbb15!8m2!3d-23.0059171!4d-44.2771645!16s%2Fg%2F1wtbw2_m!19sChIJTzS29KhPnAARFbtrfgg-K1M?authuser=0&hl=pt-BR&rclk=1
https://www.google.com/maps/place/Rede+L%C3%ADder/data=!4m7!3m6!1s0x9c45bb01350d4b:0x116192a3fa539292!8m2!3d-23.0108763!4d-44.2220888!16s%2Fg%2F11b6j78mdl!19sChIJSw01AbtFnAARkpJT-qOSYRE?authuser=0&hl=pt-BR&rclk=1
